0.45479127 0.25814127 0.02586601 0.01980250 0.02290899 0.04553440 0.07106712 0.07352510 0.06040377 0.03508213 0.02410836 0.02026470 0.02088394 0.02149044 0.04467821
0.24061164 1.67707079 0.86669676 0.03157536 0.02713520 0.04326579 0.06606613 0.08821599 0.09577325 0.06510460 0.04481771 0.03579826 0.03438884 0.03244342 0.05406340
0.02281058 0.82000210 2.04946839 0.16078882 0.03113761 0.03790312 0.04998688 0.07493722 0.10504449 0.08643245 0.06056291 0.04350630 0.03850433 0.03510687 0.05697441
0.01641132 0.02807455 0.15110281 1.90010603 0.34497105 0.06258946 0.06096091 0.07592424 0.11076005 0.11371557 0.09599913 0.07053363 0.05777689 0.04778032 0.06785015
0.01898890 0.02413058 0.02926659 0.34502680 0.92382486 0.10852252 0.09304509 0.09780557 0.12188925 0.12416482 0.12447473 0.10628493 0.08858353 0.06809325 0.08292195
0.03459602 0.03526728 0.03265537 0.05738047 0.09947468 0.13080035 0.11646348 0.11723709 0.13764604 0.12745685 0.12660090 0.12275506 0.11147254 0.08615865 0.09303805
0.04755461 0.04742896 0.03792913 0.04922114 0.07511446 0.10257159 0.14474749 0.12696427 0.13463662 0.11735251 0.10903756 0.10644848 0.10742699 0.08912009 0.09252504
0.04350477 0.05600017 0.05027960 0.05420733 0.06981858 0.09130188 0.11226875 0.15525368 0.14962778 0.11983107 0.10555227 0.09769362 0.10004579 0.09131854 0.09913512
0.03019182 0.05135826 0.05953763 0.06680127 0.07350160 0.09055292 0.10056910 0.12639685 0.17907160 0.13556804 0.10994492 0.09628786 0.09345342 0.08710530 0.11061857
0.01985401 0.03952889 0.05546666 0.07765305 0.08477483 0.09493774 0.09925004 0.11461209 0.15349501 0.16335012 0.12657037 0.10070189 0.09158399 0.08016280 0.11798465
0.01493959 0.02979623 0.04255697 0.07178184 0.09305898 0.10325739 0.10097716 0.11054453 0.13630783 0.13859283 0.15334456 0.11986583 0.09663697 0.07700776 0.11601280
0.01328837 0.02518456 0.03235019 0.05580900 0.08408324 0.10594598 0.10431510 0.10826712 0.12632168 0.11668285 0.12683997 0.14538655 0.12087391 0.08177272 0.10786331
0.01217721 0.02151265 0.02545881 0.04065052 0.06231530 0.08554940 0.09361062 0.09859007 0.10901984 0.09436109 0.09093017 0.10748220 0.13689127 0.10658949 0.09795304
0.01092553 0.01769556 0.02023868 0.02931045 0.04176450 0.05765134 0.06770937 0.07846116 0.08859646 0.07201247 0.06317723 0.06339775 0.09293425 0.12230129 0.11768277
0.00999075 0.01297020 0.01444692 0.01830752 0.02237063 0.02738272 0.03091988 0.03746526 0.04948861 0.04661930 0.04186369 0.03678278 0.03756512 0.05176287 0.17532014
