0.00730777 0.00921071 0.00493894 0.00738235 0.01453491 0.06189525 0.09014288 0.06204433 0.03519976 0.02214415 0.01899846 0.02072713 0.02856228 0.01770814 0.00780694 0.00532306 0.01046822
0.00716245 1.49873417 0.27340275 0.23039532 0.01380862 0.05010541 0.11930416 0.09374598 0.05968515 0.03624632 0.02769988 0.02379536 0.02696432 0.01713314 0.00877137 0.00547322 0.01076445
0.00647275 0.46077585 1.38037642 1.16365476 0.02089626 0.03444043 0.08827605 0.12483136 0.10109339 0.07012476 0.05069622 0.03762626 0.03369810 0.01418363 0.00882401 0.00594388 0.01086954
0.00609877 0.24476678 0.73352706 1.33211476 0.64094099 0.03861508 0.07088800 0.10344351 0.11850230 0.09209007 0.06804236 0.04358059 0.02749307 0.01340279 0.00808577 0.00658488 0.01192339
0.00618636 0.00755796 0.00678634 0.33021234 1.25390580 0.43923979 0.12437380 0.09579553 0.09888781 0.10902805 0.09590514 0.06065093 0.03927250 0.01770394 0.01094855 0.00907061 0.01729788
0.01218988 0.01268990 0.00517553 0.00920559 0.20324555 0.54184430 0.23769460 0.15824784 0.12994068 0.13346910 0.13646477 0.09380338 0.07078851 0.03192476 0.01528568 0.01094658 0.02105567
0.01693486 0.02882288 0.01265429 0.01612039 0.05489801 0.22673974 0.25623540 0.20070879 0.15363888 0.14597847 0.14215572 0.09843716 0.07738997 0.03456424 0.01544789 0.00820961 0.01621899
0.01410878 0.02741395 0.02165987 0.02847366 0.05118116 0.18271880 0.24294252 0.24975877 0.20687558 0.17515159 0.15898162 0.09793934 0.07799723 0.03362054 0.01445276 0.00753046 0.01249684
0.00870057 0.01897169 0.01906670 0.03545583 0.05742861 0.16308399 0.20214313 0.22486920 0.25041625 0.22128138 0.17367841 0.09271311 0.06862246 0.03011496 0.01359965 0.00724931 0.01079361
0.00557469 0.01173430 0.01347031 0.02806255 0.06448776 0.17060839 0.19561408 0.19390467 0.22537115 0.26106521 0.21077884 0.09652258 0.06428676 0.02674008 0.01367634 0.00780940 0.01075244
0.00500964 0.00939285 0.01020019 0.02171800 0.05941651 0.18271173 0.19952711 0.18435179 0.18527872 0.22077672 0.23038768 0.11925787 0.06611271 0.02384158 0.01257284 0.00919555 0.01291247
0.00559508 0.00826020 0.00775002 0.01424009 0.03846642 0.12857112 0.14144111 0.11626170 0.10125113 0.10349854 0.12208606 0.10867777 0.07196550 0.02149977 0.00881225 0.00830221 0.01705499
0.00809116 0.00982288 0.00728397 0.00942744 0.02613870 0.10182133 0.11669503 0.09716497 0.07864590 0.07233991 0.07102563 0.07552234 0.08946754 0.04004535 0.01067700 0.00604518 0.02197107
0.00757553 0.00942560 0.00462991 0.00694046 0.01779457 0.06934672 0.07870766 0.06324956 0.05212119 0.04544032 0.03868009 0.03407276 0.06047479 0.06463763 0.02755936 0.00842412 0.02545207
0.00583056 0.00842420 0.00502852 0.00730977 0.01921160 0.05796588 0.06141135 0.04746712 0.04109124 0.04057308 0.03561027 0.02438089 0.02814886 0.04811257 0.05386303 0.02661437 0.02775071
0.00522432 0.00690784 0.00445126 0.00782293 0.02091618 0.05455127 0.04288848 0.03250142 0.02878438 0.03044559 0.03422618 0.03018527 0.02094401 0.01932647 0.03497477 0.04677762 0.04170536
0.00456454 0.00603597 0.00361643 0.00629327 0.01772124 0.04661772 0.03764416 0.02396275 0.01904068 0.01862385 0.02135233 0.02754917 0.03381872 0.02594220 0.01620199 0.01852881 0.06356912
