0.87886009 0.41454649 0.02662811 0.01880865 0.06478763 0.05934468 0.06646082 0.06949428 0.05596430 0.02500904 0.02310383 0.01595059 0.01015471 0.00741230 0.02245179
0.40593598 1.99273581 0.46851521 0.02773096 0.01799588 0.06355640 0.08342481 0.08236416 0.07624634 0.06792325 0.03403362 0.02062515 0.01058649 0.00742393 0.02245179
0.02696905 0.48457913 2.30043824 0.03945761 0.02032775 0.03696278 0.08316854 0.08989685 0.07852105 0.07181917 0.06165824 0.04322967 0.01460086 0.00746904 0.02245179
0.01796852 0.02705423 0.03721861 1.85798288 0.40128206 0.12388278 0.11901103 0.10687552 0.10985946 0.09798361 0.09151046 0.08351303 0.02117868 0.00844458 0.02255617
0.06140519 0.01741814 0.01902291 0.39811457 0.52612538 0.21922446 0.19615649 0.14152689 0.14713151 0.14161904 0.12724878 0.10435452 0.04026537 0.01040495 0.02293094
0.05580229 0.06103026 0.03431702 0.12193449 0.21749350 0.18941884 0.17193195 0.17473021 0.17577502 0.16755509 0.15342653 0.12012311 0.04369029 0.01761449 0.02309273
0.06207250 0.07956909 0.07669503 0.11634991 0.19329615 0.17077325 0.16448305 0.17066656 0.17026057 0.16369728 0.14689119 0.11438934 0.03875208 0.01719918 0.02708085
0.05895718 0.07135783 0.07530205 0.09490984 0.12668162 0.15764688 0.15502529 0.17803529 0.17693517 0.16712166 0.15331616 0.11472609 0.03708785 0.01478981 0.02931444
0.04735707 0.06588832 0.06560464 0.09730980 0.13136101 0.15818332 0.15426037 0.17648195 0.17827190 0.16863664 0.15453025 0.12225250 0.03661834 0.01471120 0.03112753
0.02202587 0.06109000 0.06245267 0.09033056 0.13159659 0.15693627 0.15436325 0.17349264 0.17551495 0.17050241 0.15913579 0.12832188 0.04901955 0.01551795 0.03421537
0.02121218 0.03190988 0.05589425 0.08794628 0.12326564 0.14980683 0.14439882 0.16592113 0.16766450 0.16589501 0.15950049 0.13227564 0.05579649 0.03031576 0.03610558
0.01464099 0.01933332 0.03917872 0.08024044 0.10106296 0.11726004 0.11242056 0.12412757 0.13261043 0.13373913 0.13224284 0.11516502 0.05550697 0.03326411 0.05464662
0.01165654 0.01240995 0.01654838 0.02544759 0.04876644 0.05333558 0.04762816 0.05018182 0.04967378 0.06389041 0.06976021 0.06941545 0.04676463 0.03312184 0.07397134
0.01132637 0.01158477 0.01126878 0.01350707 0.01677508 0.02862446 0.02813920 0.02663867 0.02656511 0.02692377 0.05045504 0.05537576 0.04409097 0.03313398 0.09298577
0.01132236 0.01156252 0.01117922 0.01190684 0.01220098 0.01238486 0.01462227 0.01742529 0.01855055 0.01959166 0.01983165 0.03002310 0.03249729 0.03068774 0.12312132
