age,setting_count
0,0
1,0
2,0
3,2053
4,3377
5,5887
6,6362
7,6140
8,6065
9,6160
10,6668
11,6658
12,6701
13,6447
14,6284
15,6394
16,6577
17,6193
18,5047
19,4029
20,3259
21,2931
22,2069
23,1791
24,1485
25,1382
26,1319
27,1362
28,1328
29,1377
30,822
31,782
32,800
33,772
34,756
35,683
36,678
37,691
38,733
39,794
40,644
41,584
42,534
43,575
44,532
45,551
46,549
47,571
48,549
49,554
50,533
51,469
52,495
53,494
54,483
55,363
56,320
57,316
58,337
59,276
60,261
61,236
62,248
63,247
64,173
65,96
66,73
67,73
68,58
69,58
70,55
71,52
72,53
73,57
74,39
75,45
76,5
77,6
78,6
79,2
80,9
81,5
82,9
83,4
84,31
