age,setting_count
0,0
1,0
2,0
3,2534
4,4957
5,6219
6,6498
7,6417
8,6259
9,6220
10,6302
11,6357
12,6483
13,6541
14,6609
15,6671
16,6656
17,6233
18,5004
19,4253
20,4260
21,4009
22,3317
23,2729
24,2207
25,1930
26,1642
27,1497
28,1341
29,1223
30,1209
31,1113
32,1031
33,1023
34,901
35,915
36,912
37,863
38,869
39,893
40,874
41,845
42,839
43,739
44,698
45,674
46,689
47,709
48,703
49,690
50,661
51,611
52,618
53,572
54,576
55,503
56,500
57,457
58,418
59,373
60,315
61,290
62,244
63,185
64,175
65,124
66,114
67,80
68,62
69,39
70,45
71,35
72,39
73,34
74,15
75,12
76,20
77,14
78,13
79,9
80,9
81,7
82,3
83,1
84,24
