age,setting_count
0,206
1,435
2,2159
3,3996
4,4313
5,4704
6,5712
7,5824
8,5657
9,5273
10,5850
11,5324
12,5382
13,5530
14,5625
15,6186
16,6176
17,5640
18,6766
19,6363
20,7701
21,5684
22,4076
23,2541
24,1823
25,872
26,634
27,579
28,522
29,449
30,431
31,336
32,302
33,274
34,297
35,447
36,406
37,412
38,403
39,406
40,406
41,367
42,389
43,389
44,377
45,430
46,372
47,386
48,402
49,375
50,496
51,355
52,359
53,336
54,321
55,235
56,188
57,183
58,144
59,142
60,193
61,161
62,130
63,109
64,98
65,50
66,41
67,61
68,78
69,98
70,2
71,1
72,2
73,0
74,0
75,0
76,0
77,0
78,0
79,0
80,0
81,0
82,0
83,0
84,0
