age,setting_count
0,130
1,272
2,1296
3,2097
4,2037
5,2121
6,2312
7,2597
8,2391
9,2274
10,2264
11,2357
12,2498
13,2420
14,2590
15,2725
16,2949
17,2889
18,3140
19,3218
20,3197
21,2915
22,1938
23,1377
24,1113
25,296
26,288
27,240
28,227
29,239
30,176
31,185
32,195
33,190
34,192
35,213
36,230
37,218
38,247
39,209
40,222
41,185
42,184
43,190
44,182
45,195
46,216
47,209
48,229
49,201
50,271
51,210
52,191
53,221
54,211
55,122
56,113
57,105
58,99
59,98
60,130
61,127
62,81
63,102
64,93
65,39
66,24
67,23
68,49
69,62
70,3
71,1
72,2
73,0
74,0
75,0
76,0
77,0
78,0
79,0
80,0
81,0
82,0
83,0
84,0
