age,setting_count
0,0
1,0
2,1
3,3963
4,3578
5,3405
6,5125
7,5504
8,5523
9,5843
10,5677
11,5944
12,6317
13,6853
14,7566
15,8011
16,8216
17,7786
18,6624
19,5379
20,4608
21,3621
22,2525
23,1196
24,875
25,587
26,482
27,374
28,315
29,333
30,278
31,209
32,231
33,255
34,238
35,279
36,280
37,333
38,326
39,325
40,227
41,181
42,183
43,203
44,199
45,192
46,187
47,183
48,157
49,170
50,127
51,77
52,88
53,61
54,61
55,77
56,94
57,71
58,75
59,63
60,4
61,3
62,1
63,1
64,2
65,0
66,3
67,1
68,1
69,0
70,0
71,0
72,0
73,1
74,0
75,0
76,0
77,0
78,0
79,0
80,0
81,0
82,0
83,0
84,0
