age,setting_count
0,151
1,321
2,1497
3,2299
4,2511
5,2451
6,2718
7,3094
8,2860
9,2743
10,2763
11,2672
12,2777
13,2832
14,2981
15,3109
16,3418
17,3304
18,3548
19,3227
20,3804
21,3378
22,2114
23,1587
24,1237
25,349
26,302
27,270
28,245
29,232
30,223
31,219
32,206
33,185
34,199
35,255
36,237
37,288
38,244
39,241
40,239
41,215
42,225
43,195
44,216
45,214
46,239
47,223
48,258
49,255
50,279
51,222
52,198
53,206
54,189
55,129
56,125
57,106
58,91
59,115
60,136
61,124
62,115
63,90
64,95
65,42
66,27
67,25
68,47
69,53
70,1
71,0
72,1
73,0
74,0
75,0
76,0
77,0
78,0
79,0
80,0
81,0
82,0
83,0
84,0
