age,setting_count
0,61
1,206
2,1466
3,2195
4,2440
5,2534
6,3012
7,3432
8,3179
9,2940
10,2903
11,2735
12,2714
13,2619
14,2685
15,2784
16,3110
17,3150
18,3565
19,3584
20,3506
21,3002
22,2401
23,1649
24,1213
25,329
26,290
27,299
28,277
29,288
30,235
31,225
32,239
33,222
34,201
35,284
36,295
37,269
38,276
39,252
40,230
41,207
42,209
43,200
44,195
45,235
46,195
47,237
48,247
49,252
50,319
51,263
52,249
53,259
54,273
55,113
56,142
57,109
58,116
59,92
60,101
61,104
62,101
63,75
64,56
65,35
66,32
67,19
68,29
69,42
70,0
71,1
72,0
73,0
74,0
75,0
76,0
77,0
78,0
79,0
80,0
81,0
82,0
83,0
84,0
