age,setting_count
0,71
1,276
2,1592
3,2213
4,2424
5,2376
6,2762
7,3197
8,2944
9,2750
10,2694
11,2532
12,2713
13,2743
14,3063
15,3143
16,3601
17,3675
18,3744
19,3744
20,3906
21,3399
22,2191
23,1596
24,1103
25,344
26,307
27,307
28,270
29,245
30,285
31,238
32,238
33,208
34,231
35,266
36,298
37,271
38,303
39,269
40,287
41,221
42,219
43,241
44,236
45,253
46,218
47,291
48,322
49,309
50,314
51,285
52,269
53,296
54,300
55,149
56,132
57,134
58,140
59,120
60,144
61,142
62,103
63,122
64,85
65,37
66,35
67,35
68,51
69,57
70,3
71,3
72,3
73,0
74,0
75,0
76,0
77,0
78,0
79,0
80,0
81,0
82,0
83,0
84,0
