age,setting_count
0,127
1,543
2,2059
3,2752
4,2736
5,3115
6,3311
7,3748
8,3307
9,3241
10,3076
11,2870
12,3144
13,2964
14,2985
15,3328
16,3649
17,3809
18,3891
19,3605
20,3545
21,2744
22,1984
23,1675
24,1413
25,341
26,354
27,307
28,303
29,286
30,264
31,234
32,235
33,257
34,244
35,286
36,316
37,307
38,285
39,277
40,258
41,220
42,225
43,212
44,221
45,207
46,232
47,217
48,233
49,237
50,305
51,201
52,240
53,213
54,242
55,116
56,123
57,127
58,118
59,132
60,127
61,99
62,86
63,84
64,77
65,35
66,30
67,21
68,33
69,60
70,3
71,3
72,3
73,0
74,0
75,0
76,0
77,0
78,0
79,0
80,0
81,0
82,0
83,0
84,0
