age,setting_count
0,36
1,96
2,119
3,1219
4,1383
5,1514
6,5487
7,5748
8,5679
9,5551
10,5613
11,5855
12,6123
13,6301
14,6530
15,6563
16,6721
17,6498
18,3529
19,2224
20,1886
21,1830
22,1937
23,1804
24,1812
25,249
26,280
27,298
28,326
29,311
30,254
31,262
32,246
33,230
34,253
35,269
36,280
37,312
38,303
39,311
40,275
41,300
42,314
43,306
44,254
45,274
46,283
47,233
48,272
49,194
50,240
51,231
52,243
53,234
54,228
55,221
56,242
57,237
58,227
59,234
60,212
61,207
62,236
63,228
64,274
65,220
66,236
67,209
68,184
69,120
70,83
71,101
72,75
73,68
74,86
75,40
76,46
77,37
78,38
79,53
80,35
81,24
82,30
83,33
84,20
