age,setting_count
0,0
1,0
2,0
3,2875
4,4782
5,5994
6,6473
7,6351
8,6015
9,6471
10,6886
11,6398
12,6570
13,6589
14,6027
15,6536
16,6747
17,6841
18,5483
19,4317
20,3775
21,3514
22,2194
23,2017
24,1507
25,1120
26,1249
27,1321
28,1314
29,1298
30,781
31,749
32,724
33,684
34,725
35,602
36,586
37,619
38,640
39,718
40,590
41,491
42,503
43,555
44,590
45,481
46,495
47,517
48,535
49,533
50,447
51,460
52,480
53,478
54,436
55,269
56,285
57,288
58,244
59,272
60,202
61,244
62,215
63,217
64,168
65,67
66,61
67,56
68,54
69,51
70,47
71,31
72,45
73,42
74,29
75,30
76,5
77,9
78,12
79,7
80,4
81,4
82,4
83,6
84,32
