age,setting_count
0,0
1,0
2,0
3,4286
4,3981
5,3870
6,6886
7,7830
8,8348
9,8791
10,9442
11,9957
12,10338
13,9970
14,9133
15,8302
16,7269
17,6249
18,4733
19,3782
20,3121
21,2404
22,1598
23,778
24,633
25,489
26,382
27,364
28,351
29,334
30,200
31,230
32,218
33,220
34,234
35,269
36,276
37,256
38,287
39,305
40,176
41,194
42,211
43,180
44,157
45,199
46,147
47,153
48,127
49,141
50,115
51,79
52,55
53,59
54,63
55,72
56,78
57,83
58,65
59,71
60,3
61,1
62,0
63,4
64,1
65,0
66,1
67,0
68,0
69,3
70,0
71,0
72,0
73,0
74,0
75,0
76,0
77,0
78,0
79,0
80,0
81,0
82,0
83,0
84,0
