age,setting_count
0,98
1,570
2,3440
3,4620
4,4599
5,4606
6,4582
7,4836
8,4237
9,5050
10,4155
11,4329
12,4385
13,4042
14,4395
15,4493
16,4377
17,3379
18,3576
19,2365
20,2305
21,2083
22,2105
23,2585
24,2236
25,531
26,530
27,564
28,549
29,431
30,549
31,540
32,594
33,511
34,487
35,684
36,665
37,553
38,628
39,521
40,588
41,537
42,444
43,542
44,550
45,522
46,476
47,556
48,552
49,689
50,746
51,547
52,486
53,564
54,546
55,385
56,365
57,286
58,292
59,290
60,376
61,433
62,315
63,310
64,209
65,76
66,74
67,35
68,111
69,84
70,17
71,11
72,10
73,0
74,0
75,0
76,0
77,0
78,0
79,0
80,0
81,0
82,0
83,0
84,0
