age,setting_count
0,0
1,0
2,0
3,2450
4,2487
5,15648
6,29649
7,54098
8,59183
9,66988
10,65887
11,67380
12,63159
13,61919
14,58050
15,49256
16,48539
17,43016
18,37604
19,33164
20,18208
21,16004
22,14562
23,13611
24,13710
25,2871
26,3037
27,2917
28,2955
29,2699
30,1643
31,1491
32,1575
33,1580
34,1490
35,1317
36,1181
37,1149
38,1136
39,1212
40,1130
41,1098
42,1166
43,1012
44,937
45,936
46,888
47,860
48,780
49,817
50,765
51,795
52,831
53,704
54,706
55,730
56,717
57,698
58,649
59,645
60,612
61,499
62,470
63,473
64,430
65,407
66,410
67,360
68,383
69,319
70,266
71,206
72,135
73,155
74,126
75,141
76,132
77,120
78,110
79,139
80,95
81,52
82,55
83,34
84,146
