age,setting_count
0,0
1,0
2,0
3,2834
4,2560
5,15785
6,20231
7,27411
8,30684
9,30382
10,28967
11,30680
12,30081
13,30567
14,29329
15,26254
16,26759
17,21185
18,20443
19,16639
20,8824
21,8716
22,7963
23,8426
24,8706
25,1650
26,1564
27,1825
28,1595
29,1686
30,998
31,958
32,1025
33,912
34,1050
35,817
36,754
37,770
38,718
39,764
40,743
41,691
42,740
43,672
44,603
45,651
46,590
47,620
48,556
49,489
50,465
51,469
52,487
53,479
54,473
55,452
56,416
57,421
58,378
59,395
60,348
61,255
62,249
63,225
64,191
65,198
66,180
67,151
68,155
69,145
70,108
71,67
72,66
73,62
74,48
75,50
76,46
77,47
78,23
79,41
80,16
81,10
82,6
83,6
84,29
