age,setting_count
0,0
1,0
2,0
3,2218
4,3631
5,5679
6,6444
7,6241
8,6302
9,6660
10,6732
11,6832
12,7035
13,6989
14,6474
15,6883
16,7168
17,6841
18,5635
19,4340
20,4392
21,3862
22,2658
23,2083
24,1638
25,1422
26,1437
27,1487
28,1544
29,1438
30,880
31,876
32,852
33,881
34,855
35,639
36,613
37,611
38,710
39,786
40,600
41,608
42,588
43,561
44,587
45,515
46,511
47,570
48,528
49,621
50,501
51,504
52,504
53,503
54,517
55,327
56,334
57,336
58,316
59,304
60,226
61,217
62,248
63,192
64,158
65,84
66,66
67,60
68,69
69,60
70,65
71,55
72,58
73,48
74,40
75,59
76,9
77,11
78,5
79,4
80,9
81,9
82,7
83,3
84,34
