age,setting_count
0,0
1,0
2,0
3,3930
4,3683
5,19867
6,23452
7,33680
8,32997
9,33125
10,33741
11,34923
12,32925
13,32452
14,32435
15,30498
16,29793
17,27672
18,25089
19,22880
20,10813
21,11034
22,10476
23,11159
24,11872
25,2434
26,2478
27,2661
28,2551
29,2471
30,1417
31,1603
32,1528
33,1578
34,1403
35,1289
36,1348
37,1237
38,1276
39,1158
40,1178
41,1176
42,1145
43,1031
44,1102
45,1076
46,959
47,1052
48,928
49,870
50,860
51,657
52,702
53,695
54,717
55,690
56,675
57,525
58,669
59,500
60,307
61,281
62,256
63,278
64,212
65,195
66,194
67,162
68,153
69,145
70,93
71,84
72,76
73,81
74,65
75,57
76,87
77,42
78,58
79,40
80,32
81,20
82,13
83,13
84,56
