age,setting_count
0,0
1,0
2,0
3,3361
4,5527
5,6311
6,7081
7,6751
8,6761
9,6883
10,7299
11,7143
12,7249
13,7270
14,6877
15,7313
16,7414
17,7088
18,5720
19,4213
20,3779
21,3402
22,2440
23,2251
24,1677
25,1266
26,1386
27,1410
28,1340
29,1435
30,965
31,967
32,939
33,879
34,900
35,707
36,642
37,660
38,735
39,743
40,703
41,589
42,703
43,681
44,697
45,614
46,623
47,626
48,648
49,594
50,618
51,609
52,534
53,584
54,529
55,434
56,428
57,352
58,382
59,354
60,306
61,290
62,324
63,291
64,270
65,106
66,80
67,98
68,84
69,64
70,61
71,65
72,71
73,58
74,45
75,59
76,4
77,7
78,5
79,6
80,8
81,6
82,5
83,10
84,23
