age,setting_count
0,2828
1,14630
2,25173
3,26695
4,27256
5,42900
6,42542
7,43135
8,43435
9,43578
10,44744
11,45914
12,46784
13,48164
14,50192
15,52269
16,52855
17,52993
18,46258
19,47070
20,47678
21,49511
22,49285
23,49064
24,49045
25,49575
26,3309
27,3114
28,3092
29,3050
30,3931
31,3841
32,3863
33,3823
34,4099
35,4216
36,1860
37,1875
38,1916
39,1994
40,2141
41,2148
42,2158
43,2150
44,2079
45,2028
46,2095
47,2301
48,2294
49,2197
50,2121
51,2108
52,2080
53,1979
54,1903
55,1805
56,1779
57,1743
58,1703
59,1678
60,925
61,935
62,885
63,917
64,899
65,295
66,266
67,288
68,279
69,263
70,58
71,0
72,0
73,0
74,0
75,0
76,0
77,0
78,0
79,0
80,0
81,0
82,0
83,0
84,0
