age,setting_count
0,0
1,1
2,1
3,4777
4,4499
5,4426
6,7536
7,8396
8,8645
9,8780
10,8799
11,8883
12,8775
13,9074
14,8991
15,8889
16,8249
17,7481
18,5820
19,4826
20,3964
21,3013
22,2003
23,972
24,818
25,567
26,484
27,408
28,404
29,339
30,259
31,262
32,295
33,257
34,254
35,320
36,298
37,335
38,304
39,334
40,213
41,228
42,220
43,193
44,202
45,211
46,191
47,182
48,170
49,149
50,151
51,88
52,75
53,73
54,74
55,73
56,88
57,71
58,84
59,68
60,2
61,2
62,1
63,3
64,3
65,2
66,1
67,0
68,2
69,1
70,0
71,1
72,0
73,0
74,0
75,0
76,0
77,0
78,0
79,0
80,0
81,0
82,0
83,0
84,0
