age,setting_count
0,0
1,0
2,0
3,2164
4,2103
5,14609
6,25104
7,51479
8,56861
9,54048
10,58385
11,61018
12,54828
13,53963
14,46875
15,40252
16,35682
17,35456
18,26454
19,25911
20,12277
21,11174
22,11236
23,10442
24,10799
25,2452
26,2423
27,2161
28,2181
29,2156
30,1215
31,1187
32,1166
33,1069
34,1117
35,1004
36,935
37,1081
38,957
39,1017
40,993
41,913
42,909
43,883
44,769
45,721
46,706
47,635
48,670
49,642
50,600
51,519
52,556
53,499
54,589
55,564
56,529
57,459
58,459
59,461
60,360
61,417
62,285
63,320
64,232
65,265
66,247
67,256
68,281
69,296
70,165
71,126
72,95
73,93
74,81
75,74
76,45
77,56
78,59
79,63
80,56
81,25
82,23
83,18
84,74
