age,setting_count
0,0
1,1
2,0
3,5801
4,5282
5,4965
6,7896
7,8619
8,8642
9,8402
10,8189
11,7865
12,7838
13,7811
14,7981
15,7833
16,7141
17,6318
18,5276
19,4516
20,3682
21,2994
22,1989
23,1039
24,866
25,595
26,496
27,437
28,356
29,364
30,273
31,267
32,237
33,256
34,207
35,304
36,307
37,350
38,340
39,313
40,192
41,215
42,212
43,183
44,197
45,202
46,187
47,202
48,180
49,155
50,132
51,68
52,86
53,72
54,72
55,75
56,82
57,72
58,83
59,70
60,1
61,2
62,1
63,3
64,2
65,2
66,1
67,1
68,0
69,1
70,0
71,0
72,1
73,0
74,1
75,0
76,0
77,0
78,0
79,0
80,0
81,0
82,0
83,0
84,0
