age,setting_count
0,72
1,243
2,275
3,5734
4,6748
5,7347
6,16210
7,16649
8,16701
9,16299
10,16267
11,17286
12,17448
13,18006
14,18150
15,18785
16,18726
17,19277
18,12597
19,9056
20,8119
21,8066
22,7946
23,7787
24,7589
25,507
26,472
27,510
28,501
29,552
30,609
31,638
32,643
33,643
34,589
35,640
36,639
37,689
38,752
39,785
40,769
41,830
42,840
43,719
44,724
45,730
46,708
47,675
48,626
49,536
50,635
51,555
52,570
53,575
54,516
55,573
56,599
57,557
58,551
59,594
60,497
61,482
62,505
63,508
64,637
65,373
66,501
67,467
68,449
69,246
70,184
71,234
72,222
73,226
74,189
75,112
76,93
77,114
78,118
79,97
80,42
81,43
82,49
83,65
84,40
