age,setting_count
0,0
1,0
2,0
3,2880
4,2679
5,11441
6,19947
7,34748
8,36068
9,40929
10,37532
11,41779
12,38319
13,39637
14,38428
15,34148
16,33562
17,32506
18,24900
19,23467
20,12295
21,13780
22,13109
23,12629
24,13269
25,3142
26,3372
27,2817
28,2892
29,2779
30,1767
31,1985
32,1746
33,1734
34,1627
35,1570
36,1688
37,1456
38,1484
39,1529
40,1429
41,1266
42,1356
43,1368
44,1137
45,1172
46,1130
47,990
48,1038
49,1015
50,975
51,932
52,810
53,1008
54,949
55,966
56,786
57,780
58,674
59,720
60,864
61,804
62,855
63,643
64,754
65,599
66,630
67,519
68,496
69,435
70,371
71,315
72,271
73,185
74,211
75,202
76,174
77,184
78,113
79,145
80,119
81,79
82,52
83,46
84,245
