age,setting_count
0,113
1,327
2,1677
3,2422
4,2740
5,2641
6,2725
7,3139
8,2866
9,2737
10,2674
11,2564
12,2507
13,2603
14,2707
15,3026
16,3125
17,3037
18,3137
19,3342
20,3538
21,3050
22,1904
23,1418
24,1125
25,270
26,272
27,289
28,237
29,267
30,208
31,207
32,212
33,172
34,192
35,256
36,223
37,222
38,203
39,232
40,222
41,214
42,165
43,164
44,155
45,154
46,175
47,177
48,148
49,174
50,239
51,190
52,176
53,181
54,156
55,110
56,88
57,93
58,101
59,81
60,98
61,115
62,81
63,84
64,67
65,26
66,30
67,30
68,36
69,52
70,1
71,5
72,0
73,0
74,0
75,0
76,0
77,0
78,0
79,0
80,0
81,0
82,0
83,0
84,0
