age,setting_count
0,118
1,179
2,1061
3,1780
4,1836
5,1907
6,2314
7,2858
8,2764
9,2698
10,2786
11,2734
12,2832
13,2895
14,3181
15,3264
16,3464
17,3246
18,3395
19,3205
20,3378
21,2957
22,2476
23,1890
24,1362
25,423
26,391
27,338
28,304
29,285
30,286
31,248
32,227
33,224
34,237
35,285
36,272
37,295
38,270
39,290
40,258
41,258
42,263
43,215
44,273
45,261
46,260
47,306
48,270
49,300
50,339
51,302
52,314
53,285
54,273
55,143
56,123
57,147
58,129
59,104
60,100
61,155
62,125
63,96
64,96
65,44
66,33
67,35
68,57
69,80
70,2
71,3
72,1
73,0
74,0
75,0
76,0
77,0
78,0
79,0
80,0
81,0
82,0
83,0
84,0
