age,setting_count
0,103
1,494
2,2737
3,3366
4,3466
5,3610
6,4350
7,4823
8,4227
9,4044
10,4134
11,4245
12,4426
13,4628
14,4703
15,4929
16,5315
17,4662
18,4957
19,5391
20,5635
21,5157
22,3708
23,3116
24,2637
25,779
26,824
27,698
28,644
29,571
30,501
31,433
32,429
33,371
34,379
35,483
36,445
37,425
38,429
39,335
40,355
41,362
42,342
43,360
44,423
45,460
46,448
47,482
48,507
49,524
50,574
51,413
52,461
53,410
54,380
55,245
56,220
57,210
58,205
59,182
60,186
61,178
62,133
63,117
64,87
65,37
66,33
67,38
68,71
69,79
70,1
71,3
72,3
73,0
74,0
75,0
76,0
77,0
78,0
79,0
80,0
81,0
82,0
83,0
84,0
