age,setting_count
0,84
1,337
2,2001
3,2895
4,3127
5,3201
6,3199
7,3324
8,3199
9,2899
10,2975
11,3027
12,3121
13,3089
14,3371
15,3633
16,4024
17,3870
18,4161
19,4129
20,4397
21,3995
22,2614
23,1794
24,1498
25,382
26,363
27,340
28,243
29,275
30,241
31,257
32,216
33,252
34,242
35,277
36,278
37,235
38,255
39,282
40,223
41,249
42,228
43,242
44,253
45,248
46,258
47,246
48,253
49,275
50,310
51,260
52,259
53,207
54,220
55,127
56,135
57,120
58,119
59,117
60,94
61,123
62,106
63,86
64,66
65,25
66,21
67,29
68,52
69,52
70,3
71,2
72,3
73,0
74,0
75,0
76,0
77,0
78,0
79,0
80,0
81,0
82,0
83,0
84,0
