age,setting_count
0,0
1,0
2,0
3,2099
4,3447
5,6625
6,7419
7,7110
8,6924
9,7355
10,7723
11,7470
12,7505
13,7306
14,6925
15,7023
16,7092
17,6657
18,5256
19,4093
20,3600
21,3242
22,2103
23,1881
24,1395
25,1431
26,1457
27,1545
28,1580
29,1568
30,986
31,893
32,931
33,841
34,868
35,804
36,771
37,750
38,839
39,823
40,680
41,572
42,617
43,600
44,555
45,584
46,557
47,574
48,572
49,585
50,511
51,480
52,514
53,459
54,496
55,341
56,342
57,265
58,289
59,262
60,268
61,217
62,221
63,230
64,193
65,56
66,79
67,82
68,58
69,59
70,52
71,34
72,60
73,54
74,41
75,48
76,9
77,15
78,14
79,7
80,11
81,6
82,10
83,5
84,37
