age,setting_count
0,83
1,343
2,1610
3,2201
4,2362
5,2555
6,2652
7,3055
8,2979
9,2657
10,2813
11,2666
12,2590
13,2521
14,2670
15,2844
16,3058
17,2876
18,3242
19,3175
20,3169
21,2632
22,2118
23,1609
24,1217
25,355
26,320
27,282
28,262
29,236
30,253
31,243
32,244
33,228
34,252
35,320
36,291
37,266
38,262
39,250
40,250
41,237
42,258
43,256
44,235
45,245
46,255
47,296
48,289
49,295
50,293
51,289
52,270
53,260
54,237
55,147
56,132
57,116
58,157
59,115
60,111
61,98
62,83
63,101
64,72
65,35
66,17
67,26
68,47
69,53
70,2
71,1
72,3
73,0
74,0
75,0
76,0
77,0
78,0
79,0
80,0
81,0
82,0
83,0
84,0
