age,setting_count
0,0
1,0
2,0
3,1487
4,1459
5,13170
6,22101
7,35751
8,38059
9,38655
10,36532
11,37032
12,38998
13,39686
14,39140
15,32178
16,30753
17,31126
18,32553
19,27604
20,13266
21,13041
22,12968
23,12826
24,12920
25,2387
26,2482
27,2343
28,2186
29,2269
30,1188
31,1202
32,1150
33,1154
34,1175
35,1030
36,991
37,872
38,938
39,854
40,889
41,933
42,858
43,817
44,769
45,651
46,704
47,666
48,703
49,636
50,646
51,532
52,566
53,560
54,468
55,507
56,460
57,440
58,426
59,390
60,364
61,317
62,340
63,282
64,297
65,208
66,230
67,248
68,158
69,177
70,138
71,125
72,129
73,86
74,108
75,90
76,93
77,89
78,53
79,64
80,49
81,30
82,36
83,17
84,126
