age,setting_count
0,223
1,790
2,974
3,7963
4,9904
5,10398
6,16644
7,17108
8,16932
9,17205
10,17125
11,17966
12,18251
13,19071
14,19098
15,18958
16,19002
17,18940
18,8061
19,5073
20,4520
21,4284
22,4407
23,4628
24,4848
25,693
26,732
27,759
28,805
29,825
30,690
31,685
32,649
33,667
34,681
35,604
36,669
37,644
38,683
39,704
40,725
41,752
42,756
43,741
44,706
45,702
46,663
47,650
48,658
49,534
50,627
51,617
52,594
53,572
54,569
55,600
56,595
57,557
58,567
59,548
60,502
61,465
62,519
63,517
64,597
65,456
66,473
67,513
68,437
69,270
70,160
71,186
72,169
73,211
74,186
75,117
76,83
77,99
78,88
79,72
80,41
81,26
82,38
83,48
84,26
