age,setting_count
0,0
1,0
2,0
3,5328
4,4879
5,4952
6,8024
7,8959
8,9162
9,9135
10,9148
11,9343
12,9429
13,9507
14,9095
15,8857
16,7945
17,7083
18,5748
19,4884
20,4117
21,3366
22,2151
23,1117
24,903
25,646
26,529
27,389
28,426
29,369
30,268
31,263
32,251
33,244
34,275
35,340
36,339
37,374
38,332
39,345
40,257
41,233
42,224
43,226
44,208
45,192
46,213
47,197
48,158
49,144
50,151
51,56
52,102
53,84
54,93
55,85
56,77
57,89
58,87
59,76
60,1
61,0
62,2
63,3
64,2
65,2
66,1
67,3
68,1
69,0
70,0
71,0
72,0
73,0
74,0
75,0
76,0
77,0
78,0
79,0
80,0
81,0
82,0
83,0
84,0
