age,setting_count
0,0
1,0
2,0
3,5031
4,4714
5,4544
6,7427
7,8015
8,7999
9,8179
10,8188
11,8267
12,8238
13,8602
14,9283
15,9400
16,9118
17,8463
18,6779
19,5418
20,4331
21,3489
22,2259
23,1168
24,876
25,677
26,585
27,461
28,444
29,381
30,351
31,276
32,256
33,275
34,269
35,331
36,360
37,335
38,335
39,392
40,236
41,236
42,246
43,239
44,251
45,212
46,210
47,214
48,176
49,161
50,160
51,104
52,88
53,81
54,94
55,86
56,100
57,96
58,86
59,77
60,1
61,0
62,2
63,4
64,3
65,1
66,2
67,0
68,0
69,1
70,0
71,0
72,1
73,0
74,0
75,1
76,0
77,0
78,0
79,0
80,0
81,0
82,0
83,0
84,0
