age,setting_count
0,96
1,335
2,1593
3,2269
4,2342
5,2296
6,2611
7,2766
8,2511
9,2437
10,2490
11,2574
12,2491
13,2609
14,2680
15,2968
16,3167
17,3257
18,3538
19,3429
20,3606
21,2967
22,2014
23,1451
24,1132
25,314
26,265
27,258
28,204
29,219
30,188
31,202
32,174
33,192
34,179
35,203
36,222
37,200
38,234
39,196
40,209
41,178
42,176
43,185
44,194
45,205
46,190
47,207
48,225
49,230
50,266
51,230
52,192
53,192
54,199
55,115
56,116
57,99
58,101
59,95
60,118
61,115
62,91
63,81
64,64
65,29
66,22
67,26
68,46
69,48
70,1
71,2
72,1
73,0
74,0
75,0
76,0
77,0
78,0
79,0
80,0
81,0
82,0
83,0
84,0
