age,setting_count
0,52
1,377
2,1907
3,2922
4,2915
5,2662
6,2701
7,2763
8,2578
9,2305
10,2333
11,2397
12,2438
13,2429
14,2503
15,2752
16,2723
17,2694
18,2785
19,2779
20,3090
21,2619
22,1945
23,1690
24,1258
25,289
26,248
27,276
28,237
29,264
30,209
31,212
32,196
33,194
34,221
35,271
36,263
37,267
38,268
39,210
40,223
41,214
42,191
43,181
44,194
45,226
46,228
47,248
48,265
49,264
50,301
51,276
52,278
53,254
54,265
55,128
56,159
57,137
58,109
59,94
60,105
61,115
62,83
63,97
64,64
65,20
66,16
67,17
68,45
69,57
70,2
71,3
72,1
73,0
74,0
75,0
76,0
77,0
78,0
79,0
80,0
81,0
82,0
83,0
84,0
