age,setting_count
0,181
1,494
2,1665
3,3197
4,3855
5,4395
6,11649
7,14867
8,14679
9,13618
10,15189
11,14211
12,13915
13,12994
14,12648
15,13249
16,12426
17,11231
18,11972
19,11795
20,14814
21,11135
22,8669
23,6565
24,4793
25,3364
26,2424
27,2079
28,1662
29,1443
30,1372
31,880
32,823
33,716
34,806
35,1212
36,1010
37,1060
38,996
39,993
40,1498
41,1020
42,980
43,880
44,878
45,1094
46,954
47,828
48,915
49,851
50,1290
51,659
52,726
53,600
54,509
55,565
56,465
57,380
58,413
59,378
60,446
61,295
62,226
63,214
64,168
65,148
66,148
67,117
68,170
69,155
70,4
71,2
72,2
73,0
74,0
75,0
76,0
77,0
78,0
79,0
80,0
81,0
82,0
83,0
84,0
