age,setting_count
0,134
1,548
2,2424
3,3191
4,3449
5,3544
6,4154
7,4705
8,4362
9,4045
10,3895
11,3960
12,3924
13,3711
14,3996
15,4117
16,4036
17,3368
18,3716
19,3939
20,4283
21,3895
22,2884
23,2516
24,1953
25,555
26,586
27,519
28,473
29,446
30,362
31,364
32,323
33,315
34,279
35,421
36,369
37,348
38,332
39,306
40,287
41,249
42,244
43,256
44,290
45,264
46,276
47,306
48,292
49,337
50,382
51,289
52,299
53,312
54,250
55,164
56,153
57,153
58,115
59,144
60,142
61,161
62,115
63,102
64,74
65,39
66,33
67,20
68,39
69,45
70,1
71,1
72,1
73,0
74,0
75,0
76,0
77,0
78,0
79,0
80,0
81,0
82,0
83,0
84,0
