age,setting_count
0,0
1,0
2,0
3,2620
4,3102
5,17281
6,24457
7,45530
8,46322
9,48669
10,49326
11,50907
12,50181
13,47864
14,48956
15,44685
16,45316
17,40867
18,34926
19,30371
20,17519
21,14936
22,15799
23,13493
24,15549
25,3404
26,3578
27,3592
28,3342
29,3250
30,1970
31,1866
32,1975
33,1887
34,1859
35,1664
36,1581
37,1610
38,1515
39,1419
40,1444
41,1428
42,1515
43,1401
44,1273
45,1221
46,1158
47,1204
48,1107
49,1090
50,1066
51,1031
52,1085
53,992
54,981
55,978
56,913
57,892
58,784
59,746
60,754
61,593
62,556
63,533
64,489
65,444
66,401
67,404
68,350
69,358
70,255
71,207
72,150
73,135
74,171
75,134
76,128
77,154
78,127
79,113
80,71
81,42
82,26
83,18
84,78
