age,setting_count
0,116
1,295
2,1704
3,2633
4,2716
5,2708
6,2856
7,3100
8,2829
9,2585
10,2683
11,2581
12,2713
13,2824
14,2996
15,3410
16,3910
17,3994
18,4119
19,3766
20,4351
21,3644
22,2411
23,1814
24,1300
25,346
26,337
27,289
28,261
29,253
30,241
31,250
32,227
33,204
34,205
35,285
36,286
37,263
38,266
39,248
40,233
41,205
42,236
43,223
44,255
45,217
46,222
47,271
48,281
49,275
50,312
51,239
52,277
53,263
54,253
55,151
56,125
57,140
58,118
59,110
60,101
61,120
62,84
63,88
64,70
65,30
66,29
67,30
68,63
69,51
70,1
71,2
72,2
73,0
74,0
75,0
76,0
77,0
78,0
79,0
80,0
81,0
82,0
83,0
84,0
