age,setting_count
0,0
1,0
2,0
3,3809
4,3331
5,3204
6,4849
7,5198
8,5166
9,5110
10,4981
11,5118
12,4978
13,5160
14,5472
15,5257
16,4936
17,4463
18,3987
19,3707
20,3492
21,2969
22,2239
23,1051
24,740
25,590
26,421
27,291
28,287
29,264
30,203
31,190
32,203
33,211
34,193
35,212
36,222
37,255
38,248
39,267
40,158
41,166
42,159
43,166
44,170
45,159
46,127
47,159
48,132
49,121
50,123
51,55
52,65
53,42
54,53
55,60
56,64
57,73
58,64
59,49
60,2
61,2
62,2
63,2
64,0
65,1
66,0
67,1
68,1
69,2
70,0
71,0
72,0
73,0
74,1
75,0
76,0
77,0
78,0
79,0
80,0
81,0
82,0
83,0
84,0
