age,setting_count
0,0
1,0
2,1
3,3839
4,3370
5,3263
6,4748
7,5025
8,5185
9,5105
10,4931
11,4802
12,4865
13,5787
14,6662
15,7318
16,7826
17,7617
18,6039
19,5125
20,4115
21,3417
22,2268
23,990
24,696
25,556
26,402
27,318
28,299
29,270
30,229
31,198
32,224
33,203
34,215
35,184
36,252
37,273
38,271
39,240
40,171
41,176
42,190
43,151
44,167
45,133
46,151
47,145
48,158
49,122
50,126
51,55
52,57
53,55
54,57
55,54
56,51
57,64
58,48
59,68
60,3
61,1
62,2
63,1
64,0
65,0
66,1
67,2
68,3
69,0
70,0
71,1
72,1
73,0
74,0
75,0
76,0
77,0
78,0
79,0
80,0
81,0
82,0
83,0
84,0
