age,setting_count
0,15
1,48
2,70
3,5056
4,6207
5,6560
6,16902
7,16870
8,16609
9,16091
10,16224
11,16095
12,16511
13,16419
14,17296
15,17154
16,16849
17,16600
18,5561
19,4468
20,4006
21,3930
22,3998
23,4062
24,4048
25,672
26,719
27,701
28,693
29,802
30,754
31,744
32,781
33,754
34,729
35,619
36,555
37,556
38,575
39,664
40,626
41,594
42,568
43,557
44,543
45,544
46,498
47,555
48,470
49,395
50,491
51,467
52,451
53,500
54,502
55,447
56,444
57,425
58,403
59,446
60,394
61,419
62,401
63,462
64,427
65,266
66,243
67,246
68,165
69,93
70,77
71,92
72,100
73,112
74,106
75,56
76,51
77,60
78,63
79,58
80,10
81,16
82,22
83,17
84,9
