age,setting_count
0,0
1,0
2,0
3,3534
4,3215
5,3195
6,6504
7,7245
8,7513
9,7837
10,8197
11,8666
12,8698
13,9273
14,9783
15,10044
16,9664
17,9188
18,6992
19,5734
20,4483
21,3512
22,2242
23,1162
24,807
25,625
26,482
27,387
28,370
29,364
30,272
31,239
32,269
33,250
34,287
35,311
36,334
37,369
38,358
39,368
40,214
41,243
42,247
43,215
44,222
45,238
46,220
47,178
48,168
49,160
50,138
51,75
52,67
53,73
54,73
55,93
56,97
57,95
58,79
59,94
60,1
61,3
62,0
63,0
64,1
65,2
66,1
67,1
68,2
69,2
70,2
71,0
72,1
73,0
74,0
75,0
76,0
77,0
78,0
79,0
80,0
81,0
82,0
83,0
84,0
