age,setting_count
0,241
1,552
2,2265
3,3057
4,3171
5,3095
6,3380
7,3959
8,3772
9,3230
10,3047
11,3135
12,3080
13,3213
14,2999
15,3321
16,3333
17,3455
18,3649
19,3661
20,3652
21,3205
22,2408
23,1965
24,1610
25,412
26,400
27,429
28,321
29,326
30,275
31,300
32,281
33,233
34,266
35,330
36,346
37,287
38,314
39,259
40,246
41,258
42,240
43,234
44,268
45,275
46,257
47,294
48,282
49,312
50,349
51,275
52,286
53,247
54,224
55,151
56,161
57,138
58,145
59,131
60,137
61,124
62,95
63,95
64,61
65,35
66,28
67,32
68,44
69,54
70,1
71,1
72,5
73,0
74,0
75,0
76,0
77,0
78,0
79,0
80,0
81,0
82,0
83,0
84,0
