age,setting_count
0,1325
1,4023
2,4748
3,38885
4,46460
5,48913
6,72438
7,73527
8,72942
9,72663
10,72678
11,75809
12,77840
13,80787
14,82154
15,83830
16,84629
17,84758
18,56203
19,49529
20,46736
21,46918
22,45272
23,44717
24,44663
25,4049
26,4028
27,4277
28,4400
29,4463
30,2827
31,2950
32,2894
33,2853
34,2976
35,2825
36,2877
37,2961
38,3167
39,3326
40,3582
41,3723
42,3924
43,3747
44,3712
45,3481
46,3463
47,3407
48,3144
49,2568
50,3072
51,2795
52,2779
53,2518
54,2403
55,2306
56,2261
57,2224
58,2108
59,2186
60,1765
61,1762
62,1949
63,2156
64,2379
65,1657
66,1973
67,1876
68,1804
69,1085
70,754
71,961
72,919
73,1027
74,897
75,535
76,430
77,412
78,401
79,410
80,206
81,173
82,134
83,172
84,119
