age,setting_count
0,0
1,0
2,0
3,3358
4,5370
5,6729
6,6903
7,7070
8,6927
9,7168
10,7225
11,7118
12,7042
13,6780
14,6717
15,7090
16,7033
17,6783
18,4758
19,3651
20,3486
21,3225
22,2389
23,2128
24,1758
25,1768
26,1832
27,1891
28,1756
29,1757
30,1164
31,1039
32,1009
33,1021
34,974
35,869
36,858
37,836
38,912
39,946
40,751
41,706
42,715
43,719
44,709
45,690
46,661
47,669
48,674
49,653
50,615
51,597
52,590
53,643
54,652
55,410
56,419
57,407
58,416
59,372
60,340
61,321
62,317
63,290
64,242
65,108
66,97
67,104
68,80
69,69
70,73
71,78
72,75
73,58
74,56
75,69
76,8
77,11
78,9
79,16
80,10
81,7
82,14
83,8
84,46
