age,setting_count
0,141
1,448
2,1750
3,2230
4,2425
5,2325
6,2416
7,2787
8,2590
9,2441
10,2391
11,2312
12,2433
13,2384
14,2402
15,2544
16,2662
17,2765
18,2706
19,2646
20,2589
21,2291
22,1845
23,1408
24,1044
25,282
26,246
27,237
28,199
29,208
30,187
31,199
32,185
33,191
34,176
35,224
36,233
37,197
38,218
39,188
40,198
41,166
42,148
43,183
44,173
45,158
46,229
47,219
48,222
49,215
50,238
51,178
52,213
53,209
54,185
55,124
56,103
57,102
58,93
59,82
60,102
61,118
62,72
63,73
64,61
65,36
66,26
67,25
68,40
69,46
70,2
71,2
72,3
73,0
74,0
75,0
76,0
77,0
78,0
79,0
80,0
81,0
82,0
83,0
84,0
