age,setting_count
0,0
1,0
2,0
3,2991
4,4635
5,6510
6,6932
7,7068
8,6869
9,6904
10,7051
11,7150
12,7069
13,6863
14,6698
15,6492
16,6757
17,6948
18,5073
19,4035
20,3715
21,3447
22,2291
23,2173
24,1685
25,1363
26,1397
27,1353
28,1307
29,1325
30,807
31,780
32,755
33,742
34,691
35,521
36,499
37,509
38,515
39,592
40,503
41,465
42,461
43,469
44,438
45,406
46,458
47,478
48,450
49,459
50,430
51,440
52,407
53,404
54,440
55,312
56,289
57,301
58,277
59,236
60,215
61,243
62,223
63,216
64,174
65,59
66,70
67,67
68,62
69,55
70,39
71,50
72,51
73,44
74,50
75,37
76,4
77,0
78,2
79,0
80,5
81,5
82,3
83,4
84,22
