age,setting_count
0,184
1,631
2,752
3,4238
4,4976
5,5318
6,17675
7,18410
8,18212
9,18806
10,18369
11,19771
12,19422
13,20622
14,20914
15,22126
16,22122
17,22801
18,9078
19,7301
20,6711
21,6481
22,6353
23,6443
24,6405
25,741
26,753
27,827
28,834
29,884
30,603
31,604
32,581
33,621
34,598
35,631
36,732
37,695
38,721
39,748
40,707
41,782
42,715
43,714
44,731
45,665
46,730
47,650
48,731
49,573
50,694
51,659
52,651
53,639
54,650
55,640
56,639
57,645
58,662
59,699
60,548
61,541
62,595
63,603
64,641
65,500
66,537
67,508
68,467
69,267
70,194
71,204
72,249
73,225
74,229
75,137
76,103
77,121
78,112
79,121
80,57
81,53
82,51
83,58
84,48
