age,setting_count
0,0
1,0
2,0
3,4225
4,3724
5,3699
6,5385
7,5837
8,5940
9,5746
10,5939
11,5864
12,5910
13,5990
14,6576
15,6571
16,6458
17,6034
18,4932
19,4390
20,3745
21,3169
22,2088
23,1047
24,750
25,545
26,407
27,325
28,315
29,313
30,273
31,197
32,216
33,226
34,244
35,247
36,236
37,266
38,232
39,286
40,168
41,176
42,213
43,181
44,160
45,188
46,175
47,133
48,141
49,113
50,115
51,56
52,60
53,63
54,65
55,71
56,67
57,64
58,79
59,51
60,2
61,2
62,0
63,0
64,2
65,2
66,1
67,0
68,2
69,0
70,1
71,1
72,1
73,1
74,0
75,0
76,0
77,0
78,0
79,0
80,0
81,0
82,0
83,0
84,0
