age,setting_count
0,103
1,324
2,1562
3,2514
4,2672
5,2853
6,2916
7,3406
8,3291
9,2839
10,2841
11,2732
12,2902
13,2879
14,2987
15,3228
16,3513
17,3137
18,3535
19,3509
20,3571
21,3034
22,2346
23,1894
24,1487
25,338
26,326
27,354
28,297
29,251
30,237
31,241
32,229
33,231
34,237
35,292
36,271
37,272
38,270
39,248
40,235
41,230
42,212
43,196
44,208
45,224
46,225
47,260
48,266
49,297
50,320
51,268
52,247
53,238
54,247
55,159
56,141
57,115
58,113
59,115
60,133
61,130
62,96
63,86
64,86
65,30
66,37
67,33
68,42
69,65
70,1
71,3
72,0
73,0
74,0
75,0
76,0
77,0
78,0
79,0
80,0
81,0
82,0
83,0
84,0
