age,setting_count
0,106
1,1386
2,3699
3,4568
4,4739
5,4940
6,6122
7,7599
8,7112
9,6114
10,6344
11,6269
12,6373
13,6288
14,7386
15,7640
16,8208
17,6877
18,4989
19,5079
20,5494
21,4979
22,4604
23,3479
24,2956
25,1120
26,1132
27,1189
28,1059
29,972
30,775
31,702
32,677
33,679
34,659
35,951
36,937
37,901
38,903
39,879
40,804
41,735
42,737
43,766
44,723
45,708
46,714
47,726
48,683
49,597
50,686
51,572
52,564
53,446
54,517
55,365
56,391
57,325
58,311
59,267
60,296
61,254
62,229
63,192
64,172
65,129
66,88
67,116
68,128
69,133
70,1
71,0
72,0
73,0
74,0
75,0
76,0
77,0
78,0
79,0
80,0
81,0
82,0
83,0
84,0
