age,setting_count
0,0
1,0
2,0
3,2714
4,2606
5,15600
6,20986
7,39140
8,39252
9,43045
10,41773
11,44782
12,45368
13,42630
14,45459
15,43884
16,39779
17,39963
18,34584
19,34136
20,17993
21,18794
22,18582
23,18918
24,19920
25,4248
26,3887
27,3613
28,3512
29,3371
30,1559
31,1712
32,1518
33,1540
34,1576
35,1341
36,1296
37,1249
38,1112
39,1137
40,1218
41,1050
42,1099
43,1021
44,1065
45,926
46,944
47,899
48,832
49,753
50,653
51,624
52,583
53,572
54,589
55,524
56,451
57,527
58,462
59,511
60,291
61,262
62,243
63,222
64,233
65,146
66,165
67,149
68,168
69,120
70,68
71,81
72,60
73,48
74,86
75,56
76,66
77,69
78,58
79,65
80,31
81,22
82,19
83,17
84,50
