age,setting_count
0,165
1,371
2,1606
3,2606
4,2879
5,2981
6,3055
7,3286
8,3086
9,2982
10,2911
11,2784
12,2713
13,2753
14,2795
15,3073
16,3119
17,3031
18,3548
19,3745
20,4137
21,3625
22,2632
23,1949
24,1534
25,336
26,309
27,258
28,210
29,214
30,212
31,204
32,194
33,179
34,182
35,220
36,216
37,194
38,232
39,217
40,187
41,174
42,169
43,147
44,156
45,164
46,182
47,206
48,194
49,201
50,251
51,222
52,161
53,171
54,187
55,115
56,94
57,102
58,95
59,83
60,82
61,96
62,75
63,77
64,47
65,27
66,26
67,12
68,50
69,39
70,0
71,2
72,2
73,0
74,0
75,0
76,0
77,0
78,0
79,0
80,0
81,0
82,0
83,0
84,0
