age,setting_count
0,9203
1,46963
2,82002
3,88029
4,90719
5,140690
6,140689
7,141366
8,140769
9,142846
10,145363
11,150086
12,151077
13,157190
14,160062
15,167394
16,169949
17,166838
18,154223
19,155008
20,155099
21,155716
22,151269
23,147544
24,149337
25,151576
26,7134
27,6949
28,7225
29,7231
30,8495
31,8112
32,8189
33,8107
34,8280
35,8536
36,8626
37,8689
38,8719
39,8911
40,9507
41,9552
42,9410
43,9473
44,9561
45,10357
46,10869
47,11206
48,11305
49,11039
50,10846
51,7251
52,7111
53,6745
54,6752
55,5509
56,5581
57,5344
58,5114
59,4841
60,3374
61,3245
62,3182
63,3310
64,3228
65,1323
66,1293
67,1193
68,1149
69,1064
70,271
71,0
72,0
73,0
74,0
75,0
76,0
77,0
78,0
79,0
80,0
81,0
82,0
83,0
84,0
