age,setting_count
0,0
1,0
2,0
3,3037
4,4725
5,8038
6,8486
7,8328
8,8210
9,8494
10,8723
11,8595
12,8511
13,8064
14,7622
15,7898
16,8025
17,7793
18,5774
19,4463
20,4019
21,3554
22,2536
23,2184
24,1699
25,1598
26,1581
27,1597
28,1650
29,1651
30,1102
31,997
32,913
33,926
34,991
35,848
36,814
37,852
38,870
39,937
40,776
41,671
42,658
43,651
44,649
45,628
46,666
47,635
48,635
49,654
50,632
51,572
52,578
53,558
54,520
55,443
56,408
57,389
58,383
59,371
60,291
61,290
62,292
63,284
64,218
65,110
66,105
67,97
68,81
69,74
70,79
71,63
72,73
73,52
74,62
75,55
76,7
77,7
78,9
79,5
80,9
81,4
82,7
83,0
84,21
