age,setting_count
0,106
1,286
2,1751
3,3320
4,4020
5,4217
6,4283
7,4401
8,4092
9,3782
10,3661
11,3573
12,3703
13,3559
14,3623
15,3748
16,4048
17,3557
18,3512
19,3581
20,4008
21,3544
22,3017
23,2655
24,2428
25,448
26,470
27,441
28,406
29,390
30,340
31,336
32,325
33,312
34,300
35,393
36,375
37,337
38,377
39,306
40,310
41,307
42,287
43,270
44,289
45,269
46,312
47,283
48,303
49,341
50,439
51,309
52,295
53,267
54,262
55,220
56,192
57,176
58,155
59,157
60,134
61,121
62,108
63,93
64,67
65,40
66,44
67,21
68,24
69,41
70,2
71,2
72,1
73,0
74,0
75,0
76,0
77,0
78,0
79,0
80,0
81,0
82,0
83,0
84,0
