age,setting_count
0,150
1,460
2,3318
3,5255
4,5353
5,5530
6,5661
7,5915
8,5648
9,5267
10,6012
11,5608
12,5856
13,5658
14,5955
15,6255
16,6189
17,5908
18,6653
19,7013
20,7708
21,6009
22,3986
23,2726
24,1798
25,778
26,646
27,608
28,510
29,431
30,399
31,354
32,338
33,322
34,324
35,507
36,461
37,457
38,407
39,462
40,460
41,428
42,461
43,461
44,482
45,521
46,495
47,514
48,528
49,508
50,579
51,492
52,443
53,431
54,400
55,274
56,296
57,249
58,219
59,201
60,235
61,200
62,153
63,133
64,108
65,66
66,72
67,82
68,123
69,120
70,3
71,3
72,4
73,0
74,0
75,0
76,0
77,0
78,0
79,0
80,0
81,0
82,0
83,0
84,0
