age,setting_count
0,325
1,1625
2,2888
3,3091
4,3055
5,4676
6,4670
7,4881
8,4784
9,4887
10,4975
11,5183
12,5103
13,5422
14,5491
15,5565
16,5658
17,5690
18,4293
19,4374
20,4730
21,4830
22,4501
23,4603
24,4415
25,4303
26,271
27,227
28,277
29,265
30,312
31,333
32,315
33,359
34,315
35,329
36,363
37,399
38,409
39,386
40,420
41,394
42,416
43,477
44,455
45,492
46,464
47,454
48,463
49,469
50,466
51,283
52,280
53,304
54,293
55,200
56,226
57,237
58,239
59,223
60,142
61,140
62,119
63,133
64,127
65,27
66,49
67,35
68,23
69,22
70,10
71,0
72,0
73,0
74,0
75,0
76,0
77,0
78,0
79,0
80,0
81,0
82,0
83,0
84,0
