age,setting_count
0,53
1,140
2,196
3,2254
4,2732
5,2907
6,5680
7,5707
8,5813
9,5750
10,5934
11,6232
12,6359
13,6754
14,6784
15,7168
16,7076
17,7103
18,4542
19,2706
20,2591
21,2507
22,2500
23,2613
24,2393
25,313
26,303
27,298
28,327
29,364
30,213
31,225
32,232
33,234
34,252
35,253
36,251
37,280
38,252
39,300
40,297
41,331
42,307
43,348
44,318
45,369
46,275
47,329
48,350
49,220
50,258
51,230
52,268
53,248
54,245
55,268
56,304
57,277
58,285
59,323
60,234
61,228
62,286
63,255
64,289
65,214
66,226
67,220
68,186
69,97
70,85
71,67
72,101
73,77
74,83
75,51
76,36
77,55
78,39
79,38
80,23
81,26
82,31
83,15
84,23
